1.424999952 	 0.425000012 	 0.425
1.475000024 	 0.474999994 	 0.475
1.725000024 	 0.725000024 	 0.725
1.774999976 	 0.774999976 	 0.775
1.924999952 	 0.925000012 	 0.925
